Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
start_6e511dbf	b	我想想...这是一个很复杂的问题。	game/script.rpy	483	b "[what]"
start_bce8a2aa	p	在忙碌的族人们都停下了动作。	game/script.rpy	485	p "[what]"
start_c67560d6	p	回答XX问题的姐姐笑了一下，那笑容很短，很牵强	game/script.rpy	486	p "[what]"
start_3785f64f	b	因为……	game/script.rpy	488	b "[what]"
start_f14f9c42	p	她看向旁边的人，欲言又止，似乎说这些话的时候需要和其他人商量。	game/script.rpy	490	p "[what]"
start_cfa0f3b5	p	这些问题有那么严重么？	game/script.rpy	491	p "[what]"
start_b60d4581	p	其他人没给出任何回应，只用余光观察着这里的情形，气氛莫名凝滞起来。	game/script.rpy	492	p "[what]"
start_88cafc95	p	不过XX不太在意她们的异常，她们总是这样。	game/script.rpy	493	p "[what]"
start_e304aa85	b	因为大家都希望明天还能见到重要的人吧。	game/script.rpy	495	b "[what]"
start_7d4ea297	topaz	可是……	game/script.rpy	497	topaz "[what]"
start_21b9a518	p	XX认真想了一会。	game/script.rpy	499	p "[what]"
start_5e523a7d	topaz	我每天都能见到妈妈，就已经很幸福了。	game/script.rpy	501	topaz "[what]"
start_86e67efa	topaz	姐姐。	game/script.rpy	502	topaz "[what]"
start_8ec9abb6	topaz	人还会想要更多吗？	game/script.rpy	503	topaz "[what]"
start_239cae56_2	p	……	game/script.rpy	505	p "[what]"
start_9473b0e4	p	用来制作手摇铃的羽毛掉在地上，没人去捡。	game/script.rpy	506	p "[what]"
start_53aca675	topaz	只是见到就足够幸福了吧？	game/script.rpy	508	topaz "[what]"
start_3dd57446	topaz	姐姐，你觉得人会想要更多吗？比如...	game/script.rpy	509	topaz "[what]"
start_b7b5af98	topaz	无法做到某件事就会非常非常，特别严重的那种痛苦？	game/script.rpy	510	topaz "[what]"
start_239cae56_3	p	……	game/script.rpy	512	p "[what]"
start_3f161fcd	p	………	game/script.rpy	513	p "[what]"
start_27d0b023	p	所有人都放下了手上拿的东西，出奇同步的看着XX。脸上浮现了很复杂的表情。	game/script.rpy	514	p "[what]"
start_6e371c98	p	是一个XX看不懂的表情。	game/script.rpy	515	p "[what]"
start_35e2be64	b	…你都知道了？	game/script.rpy	517	b "[what]"
start_37f0b463	p	…	game/script.rpy	519	p "[what]"
start_239cae56_4	p	……	game/script.rpy	520	p "[what]"
start_b1cc8bbb	p	…… …… 	game/script.rpy	521	p "[what]"
start_d3be72c2	topaz	不，我什么都不知道...	game/script.rpy	523	topaz avoid "[what]"
start_f43716d1	a	别撒谎了。	game/script.rpy	525	a "[what]"
start_239cae56_5	p	……	game/script.rpy	529	p "[what]"
start_c94226c1	l	行了，别废话了。告诉我你妈在哪。	game/script.rpy	531	l "[what]"
start_ec96aac1	p	是新头鸟，在XX出生前刚上任的那只。	game/script.rpy	533	p "[what]"
start_1182f40d	p	她一把拉开刚刚跟XX说话的姐姐，居高临下的看着XX。	game/script.rpy	534	p "[what]"
start_544e70b6	p	XX是雏鸟中最大的一只，但比起头鸟还是像个小孩。她高大不少的身形挡住了阳光，也挡住了其他人看向XX怪异的眼神。	game/script.rpy	535	p "[what]"
start_efc92c85	topaz	妈...妈妈生病了，需要休息！！	game/script.rpy	537	topaz avoid "[what]"
start_c0254979	topaz	你们不能去见她！	game/script.rpy	538	topaz avoid "[what]"
start_28ef362e	p	XX不知道自己哪里说错了，可所有人好像都知道真相了。	game/script.rpy	540	p "[what]"
start_955ed076	p	大家都知道为什么拉姆如此痛苦，知道真实情况不是自己说的那样。明明在现场的是自己，每天陪伴拉姆的也是自己。	game/script.rpy	541	p "[what]"
start_3d4af1c5	p	可是...	game/script.rpy	542	p "[what]"
start_b1082c75	p	…为什么大家都比自己更了解拉姆？	game/script.rpy	543	p "[what]"
start_b319a9fb	p	为什么只有我不知道？	game/script.rpy	544	p "[what]"
start_38cda4d2	p	我是一个撒谎的坏孩子吗？	game/script.rpy	545	p "[what]"
start_55cc7658	p	其他人听到它反抗头鸟再次躁动起来，原本被头鸟挡住的众人又议论起来。	game/script.rpy	546	p "[what]"
start_d490bfeb	a	…我们还要装到什么时候？	game/script.rpy	548	a "[what]"
start_cfe64eb3	b	别这么说，再给它点时间吧。	game/script.rpy	550	b "[what]"
start_a19b88d6	b	…它还是个孩子...	game/script.rpy	551	b "[what]"
start_dbe053d3	a	你听到它说什么了吧？它没可能了！	game/script.rpy	553	a "[what]"
start_3defec2f	a	那为什么我们还要跟它演戏？	game/script.rpy	554	a "[what]"
start_3035ebea	a	说真的我早受够它了，拉姆付出了那么多...！	game/script.rpy	555	a "[what]"
start_14a1fb33	a	…偏偏它这么不争气！	game/script.rpy	556	a "[what]"
start_de226ae1		理性的族人叹气，这些道理她怎么会不知道？	game/script.rpy	558	"[what]"
start_4d0b7039		只是她心里还抱有幻想，只是她还不愿意面对现实。	game/script.rpy	559	"[what]"
start_3be063b6		这沉重的一切为什么只能由一个天性善良的小孩来肩负？	game/script.rpy	560	"[what]"
start_5cd8d951	b	…要是它没出生就好了。	game/script.rpy	562	b "[what]"
start_313f4b96		要是出生的不是这样一个温和的孩子就好了。	game/script.rpy	564	"[what]"
start_1e973415	a	现在不用这么说了，它没可能了，哈哈，要是他没转世就好了！	game/script.rpy	566	a "[what]"
start_522af524	p	又是这句话。	game/script.rpy	568	p "[what]"
start_3a18ff5e	p	要是我没出生就好了。	game/script.rpy	569	p "[what]"
start_e3097c88	p	面对众人对它的议论，XX不知道为什么，但它的身体比它先又反应	game/script.rpy	570	p "[what]"
start_2dd31c8d	p	它在抖，从肺管开始。	game/script.rpy	571	p "[what]"
start_3202b882	p	蔓延到喉咙，又紧又苦；又到口腔上颚，又麻又痛；	game/script.rpy	572	p "[what]"
start_3acedf70	p	最后从鼻子到额头，酸、重、让人窒息。	game/script.rpy	573	p "[what]"
start_91cd5589	l	够了！！	game/script.rpy	575	l "[what]"
start_5960198c	l	XX， 带我去见你妈妈！	game/script.rpy	576	l "[what]"
start_4d94959f	p	头领伸手要拉XX，想先带它离开这里。	game/script.rpy	578	p "[what]"
start_a25185d9	p	但她还没碰到它，一股扇形的巨大的推力就把他扔到几米开外，包括那些议论它的族人和周围的建筑。	game/script.rpy	579	p "[what]"
start_239cae56_6	p	……	game/script.rpy	580	p "[what]"
start_3f161fcd_1	p	………	game/script.rpy	581	p "[what]"
start_dbf31307	p	世界安静了。	game/script.rpy	582	p "[what]"
start_801962e9	p	没人敢继续发泄她们对XX的不满。	game/script.rpy	583	p "[what]"
start_716a3c06	b	要是...这是我们的头鸟就好了。	game/script.rpy	585	b "[what]"
start_a90dbd93	p	整个部落在经历过战争、入侵和圈养后，唯一祈求的就是力量。	game/script.rpy	587	p "[what]"
start_c329197a	p	足以自保的、足以保护珍重之人的，让它们有尊严的生活下去的力量。	game/script.rpy	588	p "[what]"
start_3e9bcb25	p	它们确实拥有过力量，拥有改变族群现状的可能。	game/script.rpy	589	p "[what]"
start_b08ecc6a	p	但在今天，那些可能性都坍缩了。	game/script.rpy	590	p "[what]"
start_398ae6a9	p	直到最后XX都没说出昨晚发生了什么，也没人拿它有办法，但族人还是找到了拉姆。	game/script.rpy	594	p "[what]"
start_993e4cca	p	大家于沉默中有序的把昏睡的拉姆搬回村子，没人再跟XX说过话。	game/script.rpy	595	p "[what]"
start_ffb90c34	p	大家都不知道怎么面对它。	game/script.rpy	596	p "[what]"
start_d5b00f4d	p	在安顿好拉姆后，头鸟召集了所有成年族人。	game/script.rpy	601	p "[what]"
start_a0bff5d0	l	我知道你们很愤怒，但今天的情况不许再发生了。	game/script.rpy	603	l "[what]"
start_72d7a50e	l	就算它无法成为头鸟，它也还是我们的一员。	game/script.rpy	604	l "[what]"
start_b9f30298	a	道理是这样，但我就是放不下这口气。	game/script.rpy	606	a "[what]"
start_9c85f38d	a	它为什么不能努力点？所有人都在为摆脱那些贪婪的人而努力，它但凡配合点我们也不会有怨气！	game/script.rpy	607	a "[what]"
start_4d0feb75	a	它早一天成长起来我们就少一天割肉放血！它只需要...	game/script.rpy	608	a "[what]"
start_645f29c7		男人越说越激动，此时另一个人压住了他的手，微微摇了摇头。	game/script.rpy	610	"[what]"
start_afee811c	b	没人问过XX的意愿，我们不能怪它。	game/script.rpy	612	b "[what]"
start_df8083e8	a	要是能说我早说了！从它破壳起大家伙就都瞒着，现在它不可能成为头鸟了抱怨两句怎么了？	game/script.rpy	614	a "[what]"
start_b196cbb2	l	抱怨就能赶走女巫了？	game/script.rpy	616	l "[what]"
start_732a8756_1	a	......	game/script.rpy	618	a "[what]"
start_8c06a891	l	现在没了XX成为头鸟后能从图腾分给我们的力量，我们必须重新制定计划。	game/script.rpy	620	l "[what]"
start_2b25ab2f	l	接下来是我的想法：	game/script.rpy	621	l "[what]"
start_a323266e	l	第一，继续培养XX，它还有成为族群战力的价值。	game/script.rpy	622	l "[what]"
start_3074b4c8	l	老师，我需要你去告诉XX历史，让它理解到训练的重要性。	game/script.rpy	623	l "[what]"
start_5f1d4741	l	不能像以前那样因为幼稚的原因抗拒攻击。	game/script.rpy	624	l "[what]"
start_b66d5b68	b	收到。	game/script.rpy	626	b "[what]"
start_5803c9c6	l	第二，不能因为对XX有怨气就欺负它，尤其是你，跟小孩子较什么真？	game/script.rpy	628	l "[what]"
start_7a7fca37	a	我不也是为了拉姆...	game/script.rpy	630	a "[what]"
start_bbf883e4	l	把XX逼急了扇你一巴掌就老实了是不是？	game/script.rpy	632	l "[what]"
start_746081f9	a	……	game/script.rpy	634	a "[what]"
start_66f2f74b	l	最后，图腾确定沟通不到火鸟了，毕竟缺东西。	game/script.rpy	636	l "[what]"
start_6449082a	l	把祭祀用的象征们整理一下吧，新一代没有能成为头鸟的人了。	game/script.rpy	637	l "[what]"
start_eec93609	l	那些留着不如给女巫，也能让我们多存下点信仰。	game/script.rpy	638	l "[what]"
start_28489af3	l	至少...我们不能在雏鸟成长起来之前倒下。	game/script.rpy	639	l "[what]"
start_6a146bff	b	他的象征也要交出去吗...？	game/script.rpy	641	b "[what]"
start_07f1e659	b	拉姆那边怎么办？她的精神状态太差了，没了挂念我担心她......	game/script.rpy	642	b "[what]"
start_187a90d5	l	…拉姆得放下他往前看。	game/script.rpy	644	l "[what]"
start_86752bfb	l	最后再用他的象征吧...毕竟，他是英雄。	game/script.rpy	645	l "[what]"
start_1aa09132	l	先给拉姆带些他生前用过的物件过渡一下吧，谁跟她爱人比较熟？	game/script.rpy	646	l "[what]"
start_bb57948f		一直都表现的有些幼稚的男性举起了手。	game/script.rpy	648	"[what]"
start_9e4a2236	l	...我需要你帮拉姆振作起来，或许说说他的往事会有帮助。	game/script.rpy	650	l "[what]"
start_9219c3fd	a	*点头	game/script.rpy	652	a "[what]"
start_71b8e9db	l	好了，该做什么做什么去。	game/script.rpy	654	l "[what]"
start_5324fdea	b	等等，我还是担心拉姆......	game/script.rpy	656	b "[what]"
start_8bcfa585	b	…她的状态太不稳定了，不能继续受刺激了，XX什么样你也知道。	game/script.rpy	657	b "[what]"
start_9b70ad74	b	她不能继续当XX的监护人了。	game/script.rpy	658	b "[what]"
start_3630a61c	l	…… 有道理，谁愿意照顾XX？	game/script.rpy	660	l "[what]"
start_fc9223fd		头鸟扫视一圈，几乎所有人都低下头或是移开视线。	game/script.rpy	662	"[what]"
start_442941ca		……	game/script.rpy	663	"[what]"
start_f4793696	l	我了解了，我会成为新的监护人。	game/script.rpy	665	l "[what]"
start_30edfe82	a	不行 ！你身上的担子本来就重，而且你已经在和女巫...	game/script.rpy	667	a "[what]"
start_f6efa7d4	l	那你来？	game/script.rpy	669	l "[what]"
start_efe31a44	a	...*移开视线	game/script.rpy	671	a "[what]"
start_3ea28860	b	…我来吧，我本来就是老师。多一个孩子不打紧。	game/script.rpy	673	b "[what]"
start_0fd4557b	l	辛苦你了。	game/script.rpy	675	l "[what]"
start_9768a59b	b	我们是“学校”哦，从今天开始，每天大家都要来这里一起上课，一起玩耍。	game/script.rpy	681	b "[what]"
start_1fa6ffcb	b	虽然我们暂时没有教室，但是校园生活最重要的是跟同龄人相处。	game/script.rpy	682	b "[what]"
start_00c277f1	b	只要有老师和同学在，就是很完整的学校啦~	game/script.rpy	683	b "[what]"
start_4fbdf4bf	b	大家期待吗？	game/script.rpy	684	b "[what]"
start_587f1bcc	c	期待~！	game/script.rpy	686	c "[what]"
start_570a3484	p	孩子们拉长了尾音，个个都专心的听老师讲话。	game/script.rpy	688	p "[what]"
start_bf81056c	p	这群孩子们都是在战争后出生的，每个人心底都如最清澈的山泉一样透亮。	game/script.rpy	689	p "[what]"
start_6c3c1928	p	在整个暂居地的阴郁中，似乎只有这里的欢乐不显得浮于表面。	game/script.rpy	690	p "[what]"
start_44dc4c58	b	我们要努力学习，快点长大哦！	game/script.rpy	692	b "[what]"
start_21a56ae5	b	不过成长的路上，老师希望你们都有可以相互依靠扶持的伙伴。	game/script.rpy	693	b "[what]"
start_70f94669	b	所以第一节课，大家说说自己想被人了解的特点吧？	game/script.rpy	694	b "[what]"
start_7ad108c2	b	老师希望你们可以找到志趣相投的朋友哦！	game/script.rpy	695	b "[what]"
start_aeaad8af	p	老师温柔的鼓励着孩子们，很快就有一个最勇敢的孩子站了出来。	game/script.rpy	697	p "[what]"
start_ca9e16a8	c	你们好！我还没有名字，但是我特别喜欢太阳。	game/script.rpy	703	c "[what]"
start_a4e5b79c	c	所以我想变成像太阳那样温暖伟大的人，希望你们能记住我的声音！	game/script.rpy	704	c "[what]"
start_e7465f8b	b	太阳小朋友，你非常棒哦！	game/script.rpy	706	b "[what]"
start_323714da	b	你的声音非常耀眼呢，大家为第一只站出来的伙伴摇铃鼓励好不好？	game/script.rpy	707	b "[what]"
start_8d1f8da4	p	扎着羊角辫的小孩昂首挺胸，大声地说着自己的志向。	game/script.rpy	709	p "[what]"
start_ea73009f	p	特制的手摇铃随着摇晃碰撞出‘扣扣扣’ 的撞击声。	game/script.rpy	710	p "[what]"
start_570ba32d	p	它的开朗鼓励了其他雏鸟们，其他孩子们也一个个地站起来分享自己的特点。	game/script.rpy	711	p "[what]"
start_5635c83e	c	…你们好，我也没有名字。我很喜欢唱歌，尤其擅长模仿听过的声音。	game/script.rpy	716	c "[what]"
start_4c83829e	c	我最喜欢的是自己的声音。我希望有一天我能唱出所有人都喜欢的歌...	game/script.rpy	717	c "[what]"
start_ab2db9f2	c	我喜欢小草，我想种出所有的基性种！	game/script.rpy	722	c "[what]"
start_665608c3	c	我喜欢...	game/script.rpy	727	c "[what]"
start_6dcb1327	p	一共只有十几个孩子，大家很快就介绍完自己，剩下XX有点走神。	game/script.rpy	729	p "[what]"
start_a2b6ce68	topaz	呃...?到我了。	game/script.rpy	731	topaz "[what]"
start_e08f85f7	topaz	你们好！我也没有收到名字，不过我想让你们叫我石头！	game/script.rpy	732	topaz happy "[what]"
start_149fa0c4	topaz	我最喜欢的东西是我的妈妈，我希望我能成为最擅长理解别人的人。	game/script.rpy	733	topaz happy "[what]"
start_525bd8c7	p	摇铃声照常响起，孩子们笑着欢迎着最后一个伙伴。	game/script.rpy	735	p "[what]"
start_050a6a25	p	除了老师，她的微笑又僵硬了一次，像几天前她与XX说话那样。	game/script.rpy	736	p "[what]"
start_cabfff52	p	XX注意到了。	game/script.rpy	737	p "[what]"
start_47c8043c	b	…每个人都非常棒哦！老师为你们骄傲，你们一定可以交到好朋友。	game/script.rpy	739	b "[what]"
start_73623c21	b	大家暂时都还没有名字呢，不用担心，大家都会在成年礼上从伟大的图腾里听到自己的名字哦。	game/script.rpy	740	b "[what]"
start_68cb9296	b	那是专属我们的馈赠。同学们暂时用声音区别彼此吧？有谁有疑问吗？	game/script.rpy	741	b "[what]"
start_715fa142	c	老师！	game/script.rpy	743	c "[what]"
start_dd3b9921	p	是那个喜欢太阳的孩子举起了手，很端正的提问。	game/script.rpy	745	p "[what]"
start_a5b74142	p	这是老师上课前教它们的课堂礼仪，是它们今天学到的第一件事。	game/script.rpy	746	p "[what]"
start_c704ca29	b	哇，你已经记住举手提问了！你有什么问题呢？	game/script.rpy	748	b "[what]"
start_44c178c0	c	我想上厕所！	game/script.rpy	750	c "[what]"
